Chromosome	Start
5A	616129400
5A	616151244
5A	616162517
5A	616180077
5A	616201914
5A	616204956
5A	616219312
5A	616261101
5A	616300823
5A	616301767
5A	616304294
5A	616320559
5A	616325101
5A	616412052
5A	616418425
5A	616520160
5A	616523678
5A	616757313
5A	616816174
5A	618343097
5A	618347354
5A	627633790
5A	627636626
5A	627713323
5A	627718084
5A	627719025
5A	627728333
5A	627729827
5A	627744654
5A	627755268
5A	627765725
5A	627778113
5A	627799988
5A	627911314
5A	627913250
5A	627982896
5A	628094762
5A	629073306
5A	637791567
5A	637797166
5A	637819367
5A	637823213
5A	637834505
5A	637852910
5A	637867045
5A	637903535
5A	637933798
5A	637949381
5A	637955710
5A	638090506
5A	638115063
5A	638254786
5A	638261968
5A	638264264
5A	638267443
5A	638380053
5A	638460209
5A	638467976
5A	638472623
5A	638549935
5A	638676023
5A	638679545
5A	638694728
5A	638700645
5A	638737539
5A	638755972
5A	638774000
5A	638859743
5A	638996819
5A	640069455
5A	640076034
5A	640136057
5A	643544635
5A	647060371
5A	647106277
5B	15831982
5B	20529423
5B	20534481
5B	20542394
5B	20719859
5B	20722754
5B	20726574
5B	20728696
5B	20731198
5B	20733829
5B	20746836
5B	20758511
5B	20766212
5B	20959020
5B	21066862
5B	21069229
5B	21070711
5B	21079425
5B	21382114
5B	21382977
5B	21385814
5B	21408477
5B	21443958
5B	21520347
5B	21829776
5B	21849634
5B	21854157
5B	21859235
5B	21890191
5B	21903534
5B	21921681
5B	21951894
5B	22009776
5B	22237614
5B	22244266
5B	22291343
5B	22339595
5B	22363872
5B	22372053
5B	22386612
5B	22392756
5B	22454872
5B	22536120
5B	22539503
5B	22541416
5B	22544862
5B	22562467
5B	22563985
5B	22567703
5B	22569110
5B	22606902
5B	22608275
5B	22622914
5B	22625256
5B	22639827
5B	22644602
5B	22661055
5B	22664928
5B	22671097
5B	22672030
5B	22677532
5B	22679177
5B	22694005
5B	22696558
5B	22700402
5B	22702118
5B	22704711
5B	22732603
5B	22746037
5B	23770479
5B	23772466
5B	23782185
5B	23798485
5B	23801683
5B	23834862
5B	24060556
5B	24177189
5B	24179364
5B	24182626
5B	24183933
5B	25075440
5B	25126136
5B	25691645
5B	26089956
5B	26147026
5B	26204977
5B	26213434
5B	46308579
5B	46315929
5B	46319109
5B	46322624
5B	46324135
5B	46329774
5B	54954573
5B	54984482
5B	54991214
5B	54994101
5B	55047843
5B	55059414
5B	55065106
5B	55086883
5B	55112711
5B	55116835
5B	55131536
5B	55494159
5B	55702371
5B	55707350
5B	55712821
5B	69896910
5B	69898822
5B	69902424
5B	70016583
5B	70143900
5B	70168986
5B	70355711
5B	70358107
5B	100192205
5B	100244575
5B	100246019
5B	100752073
5B	103853461
5B	104007203
5B	104014260
5B	104017355
5B	104191391
5B	324150011
5B	324157550
5B	531315807
5B	531332888
5B	531448743
5B	531450387
5B	531470249
5B	531639686
5B	531710873
5B	531799984
5B	531821584
5B	531868642
5B	531872583
5B	531940911
5B	531944601
5B	531948975
5B	531951393
5B	531981697
5B	531984556
5B	534912897
5B	534916162
5B	534936741
5B	534993908
5B	535009299
5B	535023346
5B	535025074
5B	535034865
5B	535163882
5B	535172458
5B	544528491
5B	544649745
5B	544652008
5B	544655876
5B	544664210
5B	544705470
5B	544708581
5B	544807392
5B	544854362
5B	544871574
5B	544874393
5B	545049176
5B	545253801
5B	545261742
5B	545521473
5B	545525486
5B	545526829
5B	548786704
5B	548954239
5B	548956418
5B	548967398
5B	549052193
5B	549085030
5B	549100885
5B	552583621
5B	552588934
5B	555045916
5B	555048069
5B	555066201
5B	555069878
5B	555078651
5B	555088066
5B	555091141
5B	555097318
5B	555165021
5B	555180989
5B	555330125
5B	555331923
5B	555336553
5B	555371787
5B	555380662
5B	555382799
5B	555386355
5B	560490300
5B	560495948
5B	560500063
5B	560519553
5B	560522989
5B	565570131
5B	565597245
5B	565686324
5B	565711661
5B	565713199
5B	565953577
5B	565971256
5B	566089478
5B	566093396
5B	566108504
5B	566116493
5B	566120284
5B	566148608
5B	566150410
5B	566159039
5B	566170088
5B	566215386
5B	566216878
5B	566261411
5B	566263801
5B	566265525
5B	566267304
5B	566271526
5B	566272590
5B	566306326
5B	566339310
5B	566415627
5B	566420083
5B	566443998
5B	568046934
5B	568051305
5B	568053863
5B	568073346
5B	568076864
5B	568093808
5B	568096955
5B	568111007
5B	568164015
5B	568169800
5B	568176220
5B	568179988
5B	568184005
5B	568187692
5B	568193745
5B	568195240
5B	568197765
5B	568203926
5B	568206876
5B	568245130
5B	568251598
5B	568257394
5B	568262684
5B	568373788
5B	568413141
5B	568449999
5B	568489652
5B	568535748
5B	568575986
5B	568577382
5B	568591600
5B	568593054
5B	568660232
5B	568664148
5B	568667558
5B	568671118
5B	568689944
5B	568701265
5B	568729169
5B	568736617
5B	568774296
5B	568889261
5B	568912066
5B	568916336
5B	568921903
5B	568929636
5B	568943817
5B	568946375
5B	568953694
5B	568963084
5B	568981194
5B	569043154
5B	569045433
5B	569087102
5B	569148459
5B	569151206
5B	569209551
5B	569221395
5B	569224497
5B	569263275
5B	569267813
5B	569270483
5B	569303291
5B	569318623
5B	569321190
5B	569330062
5B	569331947
5B	569372628
5B	569391257
5B	569401017
5B	569405590
5B	569409454
5B	569411901
5B	569415740
5B	569457562
5B	569459019
5B	569463229
5B	569476748
5B	569484947
5B	569499132
5B	569511931
5B	569520737
5B	569524027
5B	569557577
5B	569569945
5B	569572245
5B	569576397
5B	569587991
5B	569670505
5B	569676890
5B	569683993
5B	569688461
5B	569699112
5B	569704494
5B	569713585
5B	569742612
5B	569746859
5B	569748761
5B	569789829
5B	569825702
5B	569827257
5B	569839547
5B	569853482
5B	569913169
5B	569931646
5B	569945983
5B	569961278
5B	570239307
5B	570316858
5B	570322373
5B	570370815
5B	570380962
5B	570384976
5B	570393300
5B	570418277
5B	570419852
5B	570443623
5B	570448969
5B	570549915
5B	570553487
5B	570625687
5B	570741648
5B	570777060
5B	570786331
5B	570790981
5B	572976775
5B	573233480
5B	573456236
5B	573458588
5B	573461053
5B	573594781
5B	573597834
5B	576780672
5B	610517485
5B	610518891
5B	610523158
5B	610543604
5B	612044729
5B	612055522
5B	612056638
5B	612133107
5B	612144572
5B	612151850
5B	612215087
5B	612219152
5B	612286864
5B	612288536
5B	612353019
5B	612354781
5B	612357489
5B	612359955
5B	612411357
5B	612412910
5B	612418184
5B	612464645
5B	612495167
5B	612518049
5B	612528797
5B	612563109
5B	612565788
5B	612573993
5B	612604927
5B	612609182
5B	612614877
5B	612625771
5B	612637699
5B	612667236
5B	612668487
5B	612695169
5B	612729470
5B	612732716
5B	612736555
5B	612739363
5B	612758068
5B	612765261
5B	613006581
5B	613012737
5B	613016774
5B	613021546
5B	613053725
5B	613059021
5B	613087224
5B	613089799
5B	613098925
5B	613103386
5B	613105113
5B	613127408
5B	613138119
5B	613148914
5B	613151354
5B	613456744
5B	613465258
5B	613469630
5B	613477860
5B	613504101
5B	613520028
5B	613528050
5B	613538150
5B	613540580
5B	613545863
5B	613549795
5B	613551969
5B	613578951
5B	613597387
5B	613607526
5B	613610548
5B	613613638
5B	613704403
5B	613714986
5B	613736757
5B	613756462
5B	613780523
5B	613785897
5B	613861056
5B	613865529
5B	614225153
5B	614227320
5B	614232905
5B	614307295
5B	614312153
5B	614330060
5B	614355487
5B	614358861
5B	614363761
5B	614367900
5B	614379407
5B	614752233
5B	614753437
5B	614756304
5B	614757650
5B	614766203
5B	614778648
5B	614802010
5B	614803289
5B	614809147
5B	614811619
5B	614813048
5B	614828883
5B	614838740
5B	614844228
5B	614846769
5B	614849442
5B	614984451
5B	614988461
5B	614991348
5B	614992592
5B	615543271
5B	615547049
5B	615562577
5B	615631532
5B	615635345
5B	615638542
5B	615656194
5B	615657848
5B	615698945
5B	615704685
5B	615719583
5B	615721050
5B	615725068
5B	615740112
5B	615741676
5B	615745680
5B	615760811
5B	615762202
5B	615766618
5B	616213156
5B	616215851
5B	616233567
5B	616261994
5B	616315659
5B	616342689
5B	616365480
5B	616371263
5B	616382424
5B	616417963
5B	616450597
5B	616456749
5B	616498142
5B	616504076
5B	616589904
5B	616598802
5B	616603449
5B	616606661
5B	616612734
5B	616621633
5B	616626256
5B	616629343
5B	616635598
5B	616643471
5B	616652654
5B	616658420
5B	616667023
5B	616671976
5B	616675601
5B	616681239
5B	616690145
5B	616698399
5B	616895936
5B	616933477
5B	616946126
5B	616953228
5B	617149179
5B	617225743
5B	617250445
5B	617267423
5B	617300670
5B	617312019
5B	617326434
5B	617373140
5B	617392912
5B	617406091
5B	617460819
5B	617474069
5B	617515653
5B	617536700
5B	617540701
5B	617608644
5B	617612478
5B	617613543
5B	617620514
5B	617736001
5B	617741055
5B	617751073
5B	617752967
5B	617773202
5B	617774946
5B	618016876
5B	618068239
5B	618072345
5B	618597486
5B	618602989
5B	618685616
5B	618712852
5B	618716810
5B	618719901
5B	618729211
5B	618739458
5B	618748416
5B	618755713
5B	618798747
5B	618813933
5B	618912926
5B	618916179
5B	618917976
5B	618929121
5B	618931816
5B	618933568
5B	618941693
5B	618947015
5B	618952843
5B	618987469
5B	618993966
5B	618995183
5B	619000015
5B	619029033
5B	619068126
5B	619099710
5B	619103318
5B	619123584
5B	619127081
5B	619189679
5B	619202596
5B	619236164
5B	619307722
5B	620035250
5B	620058010
5B	620077719
5B	620099982
5B	620102266
5B	620108880
5B	620115227
5B	620117852
5B	620161604
5B	620164240
5B	620279960
5B	620395831
5B	620412236
5B	620451251
5B	620511561
5B	620557111
5B	620560533
5B	620642751
5B	620645554
5B	620650699
5B	620656755
5B	620662063
5B	620691888
5B	620701639
5B	621347886
5B	621353949
5B	621357560
5B	621358597
5B	621373869
5B	621384118
5B	621387900
5B	621388930
5B	621395865
5B	621417352
5B	621418055
5B	621461128
5B	621463449
5B	621588624
5B	621590356
5B	621638774
5B	621648263
5B	621700141
5B	621728079
5B	621730423
5B	621732784
5B	621748151
5B	621814141
5B	621815047
5B	621906126
5B	621908859
5B	621965853
5B	622009497
5B	622015845
5B	622018797
5B	622051268
5B	622098715
5B	622109056
5B	622143936
5B	633886249
5B	633887465
5B	633891345
5B	633892653
5B	634045556
5B	634061709
5B	634071624
5B	634179039
5B	634186512
5B	634201381
5B	634227107
5B	634299461
5B	634301052
5B	634303569
5B	634304751
5B	634309993
5B	634312592
5B	634321641
5B	634327190
5B	634344700
5B	634351361
5B	634352867
5B	634355632
5B	634384629
5B	634399886
5B	634418304
5B	634459353
5B	634493838
5B	634621012
5B	634660805
5B	634667654
5B	634677486
5B	634683130
5B	634688437
5B	634699773
5B	634707727
5B	634711933
5B	635058901
5B	635064175
5B	637817328
5B	637820035
5B	645103343
5B	645115245
5B	645130309
5B	645134270
5B	645150060
5B	653405642
5B	654967818
5B	655046074
5B	655061634
5B	655121490
5B	655124385
5B	655129198
5B	655150174
5B	655156615
5B	655159403
5B	655162706
5B	655188802
5B	655195936
5B	655198703
5B	655210416
5B	655212641
5B	655218803
5B	655260168
5B	655262475
5B	655266527
5B	655269362
5B	655277666
5B	655286673
5B	655349576
5B	655366848
5B	655381038
5B	655382048
5B	655384668
5B	655431640
5B	655481927
5B	655583329
5B	655610591
5B	655614405
5B	655630812
5B	655729958
5B	655741880
5B	655747069
5B	655756307
5B	655765651
5B	655781620
5B	655793792
5B	655799381
5B	655808658
5B	655818228
5B	655823871
5B	655834689
5B	655839823
5B	655840457
5B	655849216
5B	655862483
5B	655868486
5B	655963080
5B	656308357
5B	656826181
5B	656873463
5B	658183987
5B	658194794
5B	658205151
5B	658237609
5B	658254064
5B	658331304
5B	658341210
5B	664714532
5B	664867183
5B	664900566
5B	664905008
5B	672740760
5B	672744080
5B	672747674
5B	672749799
5B	672766365
5B	689708391
5B	689725804
5B	689740659
5B	689768676
5B	689799247
5B	689805907
5B	690357277
5B	690745914
5B	690747679
5B	690751019
5B	690752143
5B	690794166
5B	690811862
5B	690814276
5B	690850179
5B	690864993
5B	690880246
5B	690908153
5B	690910443
5B	690934454
5B	690952492
5B	690953840
5B	690957884
5B	690967556
5B	691075476
5B	691078066
5B	691082320
5B	691086052
5B	691111054
5B	691115739
5B	691119450
5B	691122155
5B	691124452
5B	691128149
5B	691207478
5B	691944028
5B	695400866
5B	695410805
5B	695464812
5B	695477736
5B	695485748
5B	695510253
5B	695511740
5B	695513606
5B	695519448
5B	700012851
5B	700143271
5B	700150800
5B	700163879
5B	700209253
5B	700237771
5B	700252174
5B	700297542
5B	700322785
5B	700337553
5B	700347659
5B	706387177
5B	706442431
5B	706492001
5B	706493443
5B	706528559
5B	706605199
5B	706611140
5B	706624958
5B	706636646
5B	706659153
5B	706663879
5B	706666312
5B	706676763
5B	706692850
5B	706694716
5B	706717509
5B	706722639
5B	706723785
5B	706727711
5B	706764242
5B	706765207
5B	706793283
5B	706806218
5B	706819728
5B	706885382
5B	706923763
5B	706930836
5B	706934477
5B	706949495
5B	707049469
5B	710998685
5B	711034080
5B	711039656
5B	711042357
5B	711059613
5B	711084736
5B	711089255
5B	711144670
5B	711148584
5B	711155086
5B	711156513
5B	711167660
5B	711175495
5B	711249725
5B	722871139
5B	722874138
5B	722887436
5B	722927886
5B	722930755
5B	722951146
5B	722955637
5B	722959362
5B	723012914
5B	723014275
6A	6776896
6A	6851258
6A	6856833
6A	6876432
6A	7079333
6A	7082258
6A	7180192
6A	7182756
6A	7468036
6A	7513321
6A	8519256
6A	8534577
6A	8543802
6A	8937864
6A	8943400
6A	8971438
6A	8974351
6A	8978572
6A	8980155
6A	8985328
6A	8987058
6A	8989695
6A	8993149
6A	9010484
6A	9048342
6A	9049258
6A	9068488
6A	9144663
6A	9148073
6A	9153569
6A	9276300
6A	9278405
6A	9319727
6A	9322158
6A	9348327
6A	9364848
6A	9365971
6A	9388780
6A	9405019
6A	9406868
6A	9462476
6A	9464277
6A	9485148
6A	9486422
6A	9512118
6A	9540359
6A	9568262
6A	9596326
6A	10452836
6A	10455036
6A	10460397
6A	10476070
6A	10484015
6A	10549639
6A	10552299
6A	10584849
6A	10587264
6A	10642601
6A	10655802
6A	10855247
6A	10869786
6A	10872061
6A	10991614
6A	10997185
6A	11035545
6A	11037230
6A	11353152
6A	11376192
6A	11614706
6A	11615966
6A	11632514
6A	11635409
6A	11637441
6A	11639303
6A	11641124
6A	11641585
6A	11643220
6A	11644926
6A	11658447
6A	11659754
6A	11661856
6A	11663357
6A	11665155
6A	11667213
6A	11669304
6A	11670951
6A	11672456
6A	11674671
6A	11677520
6A	11852483
6A	11857004
6A	11858083
6A	20556305
6A	20635106
6A	20662827
6A	20674783
6A	20684525
6A	20751448
6A	20753610
6A	20757449
6A	20840591
6A	20976638
6A	21007104
6A	21022789
6A	21026834
6A	21043536
6A	21045809
6A	21049449
6A	21090401
6A	21093140
6A	22100043
6A	22108131
6A	22113470
6A	22251370
6A	22301566
6A	22347676
6A	22353699
6A	22358368
6A	22376119
6A	22597754
6A	22736301
6A	22828208
6A	22834818
6A	22959083
6A	23038491
6A	23049142
6A	23098761
6A	23102074
6A	23111161
6A	23123910
6A	23127398
6A	23166758
6A	23246197
6A	23250952
6A	23255516
6A	23262458
6A	23293000
6A	25699573
6A	25704893
6A	26448628
6A	26451238
6A	26452362
6A	26992493
6A	27006618
6A	27020460
6A	27043501
6A	27046733
6A	27097462
6A	27175189
6A	27207968
6A	27225834
6A	27258457
6A	27276148
6A	27306501
6A	27308832
6A	27326210
6A	27352316
6A	27355800
6A	27385085
6A	27397163
6A	32051482
6A	32053071
6A	38484476
6A	57696546
6A	57712352
6A	57915266
6A	57994615
6A	58023110
6A	58054063
6A	58098534
6A	58113412
6A	58120826
6A	58173055
6A	58187512
6A	58308050
6A	58990611
6A	58993542
6A	59000056
6A	59002192
6A	59030287
6A	59036375
6A	59038781
6A	59054520
6A	59074843
6A	59091397
6A	59093005
6A	59149761
6A	59158781
6A	59227680
6A	59233371
6A	59265098
6A	59333554
6A	59334227
6A	59335762
6A	59502066
6A	59504170
6A	59518930
6A	59564140
6A	59636157
6A	59640482
6A	59652720
6A	60131759
6A	60176403
6A	60476971
6A	60514671
6A	63269058
6A	63271161
6A	63428519
6A	63430738
6A	63451779
6A	63453752
6A	63457800
6A	63490445
6A	63494987
6A	63499647
6A	63845161
6A	63853502
6A	63988200
6A	63996110
6A	63999243
6A	64013953
6A	64167298
6A	66885082
6A	74063325
6A	74072142
6A	74155102
6A	74240574
6A	91173352
6A	91281881
6A	91293518
6A	91303979
6A	91381487
6A	98476663
6A	98554812
6A	98580264
6A	98614341
6A	98703523
6A	98705737
6A	98723100
6A	98724539
6A	98795666
6A	101839434
6A	102019798
6A	102023648
6A	102024583
6A	102035753
6A	102190011
6A	102191894
6A	102207995
6A	102211296
6A	102319481
6A	102545613
6A	102580726
6A	102627649
6A	102630667
6A	102799796
6A	102804853
6A	102830562
6A	102855823
6A	102966611
6A	102968239
6A	411973034
6A	562215889
6A	562717051
6A	562727961
6A	562731190
6A	562734823
6A	562747860
6A	562767031
6A	562772555
6A	562773727
6A	562786684
6A	564226798
6A	576058589
6A	576116439
6A	576411500
6A	576413540
6A	576457324
6A	576459389
6A	576470423
6A	576471906
6A	576491604
6A	576495778
6A	576512663
6A	576515132
6A	576517531
6A	576519063
6A	576524082
6A	576533506
6A	576565579
6A	576571976
6A	576994010
6A	576999865
6A	577355484
6A	578676654
6A	578681444
6A	578795916
6A	578798453
6A	578862998
6A	579504330
6A	590632271
6A	590736343
6A	590740168
6A	590764440
6A	590766332
6A	594648854
6A	611761260
6A	622786861
6A	622788086
6A	623633163
6B	11463244
6B	11466278
6B	11618615
6B	11630216
6B	11648536
6B	11692059
6B	11695571
6B	11734269
6B	11740065
6B	11741921
6B	11754377
6B	11772966
6B	11786059
6B	11792180
6B	11807563
6B	13614500
6B	13615596
6B	13623214
6B	13652162
6B	13682224
6B	13706410
6B	13707895
6B	13750078
6B	13764692
6B	13784147
6B	13792397
6B	13821557
6B	13839529
6B	13862210
6B	13865265
6B	13876536
6B	13895580
6B	13902795
6B	13913526
6B	13922842
6B	13928788
6B	13930502
6B	13934786
6B	13943301
6B	14002677
6B	14004965
6B	14007147
6B	14018187
6B	14021993
6B	14024420
6B	14027951
6B	14173277
6B	14174416
6B	14175209
6B	14211540
6B	14212902
6B	14214648
6B	14274983
6B	14302224
6B	14399552
6B	14402780
6B	14479038
6B	14610799
6B	14682645
6B	14709727
6B	14742823
6B	14746378
6B	14786244
6B	14788978
6B	14850826
6B	14854315
6B	14911756
6B	14917644
6B	15245704
6B	15246492
6B	15548278
6B	15662848
6B	15831480
6B	15861991
6B	16151553
6B	16188855
6B	16435107
6B	16472429
6B	16481899
6B	16803332
6B	16844280
6B	16848932
6B	16850993
6B	16857929
6B	16860014
6B	16871821
6B	16885652
6B	16887237
6B	16900545
6B	16918951
6B	16944538
6B	16957264
6B	16959226
6B	16971970
6B	16990637
6B	17014544
6B	17028631
6B	17030893
6B	17042281
6B	17061647
6B	17381445
6B	17391623
6B	17396602
6B	17950698
6B	18323229
6B	18364106
6B	18447881
6B	18449528
6B	18458268
6B	18463419
6B	18475441
6B	18485534
6B	18874425
6B	18911267
6B	18919712
6B	18926036
6B	18928254
6B	18974077
6B	33180490
6B	33217790
6B	33219934
6B	33230419
6B	33237121
6B	33281207
6B	33283836
6B	33285379
6B	33295189
6B	33297585
6B	33312653
6B	33315671
6B	33331540
6B	33365956
6B	33377915
6B	33379130
6B	33380968
6B	33384405
6B	33393098
6B	33401312
6B	33447348
6B	33550570
6B	33616694
6B	33621847
6B	33633488
6B	33648055
6B	33665157
6B	33717090
6B	33725479
6B	33727197
6B	33752295
6B	33873560
6B	34040513
6B	34158870
6B	34161295
6B	34174419
6B	34176674
6B	34386556
6B	34572143
6B	34728366
6B	34939917
6B	34977690
6B	35015691
6B	35017848
6B	35026195
6B	35036995
6B	35039308
6B	35271720
6B	35287108
6B	35295103
6B	35296718
6B	35301054
6B	35319558
6B	35322506
6B	36308095
6B	37003458
6B	37039466
6B	37066682
6B	37151711
6B	37211102
6B	37241112
6B	37242531
6B	37285987
6B	37287572
6B	37364341
6B	37444942
6B	37486433
6B	37565905
6B	37569956
6B	37572499
6B	37578067
6B	37582635
6B	37594462
6B	37602348
6B	37604957
6B	37646138
6B	37663449
6B	37665462
6B	37669185
6B	37671780
6B	37676542
6B	37680407
6B	37683153
6B	37695661
6B	37700675
6B	37708503
6B	37711195
6B	37724322
6B	37737013
6B	37739627
6B	37752675
6B	37757794
6B	37765568
6B	37768403
6B	37813555
6B	37883170
6B	37884621
6B	37894255
6B	37913824
6B	37927160
6B	37934773
6B	37976335
6B	37999802
6B	38002827
6B	38026781
6B	38043170
6B	38062438
6B	38066084
6B	38069383
6B	38071654
6B	38072740
6B	38076731
6B	38096322
6B	38129735
6B	38138680
6B	38211160
6B	38223816
6B	38374073
6B	38409086
6B	38495290
6B	38510357
6B	38542698
6B	38573291
6B	38590642
6B	38593015
6B	38597420
6B	38600003
6B	38608620
6B	38615058
6B	38617199
6B	38621334
6B	38681539
6B	38705693
6B	38741482
6B	38754364
6B	38783326
6B	38785856
6B	38787942
6B	38859061
6B	38863752
6B	38909843
6B	38932189
6B	38949845
6B	38956980
6B	38998395
6B	39164722
6B	39191147
6B	39196265
6B	39201382
6B	39267276
6B	39288310
6B	40114205
6B	40121120
6B	40136536
6B	40193591
6B	40195718
6B	40199595
6B	40203752
6B	40205923
6B	40207640
6B	40270149
6B	40300929
6B	40306935
6B	40325588
6B	40402829
6B	40445417
6B	40456380
6B	45759261
6B	45774191
6B	45776352
6B	47393997
6B	47401660
6B	47403062
6B	48759838
6B	48764479
6B	48789217
6B	48796700
6B	48817867
6B	48828545
6B	48860885
6B	48885439
6B	48893079
6B	48909551
6B	48914369
6B	48964064
6B	48965158
6B	49023026
6B	49035306
6B	49045014
6B	49051918
6B	49066688
6B	49068395
6B	49080208
6B	49182828
6B	49190598
6B	49191926
6B	49194542
6B	49197060
6B	49211784
6B	49248633
6B	49252181
6B	49274775
6B	52944098
6B	52945624
6B	60101494
6B	60105216
6B	71036293
6B	71038835
6B	78652705
6B	84708565
6B	84817033
6B	84834094
6B	84839075
6B	84860819
6B	99021932
6B	99024153
6B	101195629
6B	101206578
6B	101243585
6B	101245110
6B	101253660
6B	101256037
6B	101317038
6B	101340467
6B	101498279
6B	101680872
6B	101776272
6B	102249305
6B	102403119
6B	102406365
6B	105705784
6B	105758480
6B	106158389
6B	106177142
6B	107594236
6B	107598132
6B	107599858
6B	107851927
6B	107858022
6B	107877216
6B	107900907
6B	107913868
6B	107984688
6B	108008103
6B	108013206
6B	108056567
6B	108084093
6B	108136415
6B	108211891
6B	108235839
6B	108239840
6B	108247518
6B	108248656
6B	108509884
6B	108532343
6B	108607710
6B	108608834
6B	108775499
6B	108779199
6B	108798117
6B	108943187
6B	108948920
6B	109035062
6B	109059520
6B	109063945
6B	109265835
6B	109397547
6B	109405937
6B	109409501
6B	109413013
6B	109469654
6B	109479989
6B	109508805
6B	109580093
6B	109774293
6B	109804498
6B	109807121
6B	109813130
6B	109817720
6B	109822729
6B	109828683
6B	109833703
6B	109836204
6B	109860547
6B	121152083
6B	121196449
6B	121414316
6B	121415902
6B	121475065
6B	133128075
6B	133217455
6B	133305080
6B	133312583
6B	133469766
6B	153285999
6B	153351535
6B	153429876
6B	153438070
6B	153445791
6B	153467487
6B	159140095
6B	159175443
6B	159204215
6B	159206575
6B	159207508
6B	159215024
6B	159399540
6B	159419579
6B	159427185
6B	159499135
6B	159501218
6B	159574465
6B	161288219
6B	161292523
6B	161297069
6B	161298982
6B	161606053
6B	161810206
6B	161817323
6B	162265487
6B	162267637
6B	162274037
6B	162279403
6B	162325028
6B	162344502
6B	162402948
6B	162419904
6B	162513014
6B	162566250
6B	162684367
6B	162784069
6B	162844349
6B	162904280
6B	162956561
6B	163167109
6B	163173348
6B	163182069
6B	163183880
6B	631088486
6B	631292887
6B	631426268
6B	631482078
6B	631490174
6B	631510912
6B	631590602
6B	631617365
6B	631895821
6B	634968669
6B	635088754
6B	637145453
6B	637151459
6B	637152714
6B	637702423
6B	648012145
6B	648032451
6B	653630951
6B	654382283
6B	654385796
6B	654785494
6B	654904307
6B	654907052
6B	654933910
6B	654939175
6B	654961552
6B	654963752
6B	654986796
6B	654991750
6B	655014112
6B	655016831
6B	655017093
6B	655021049
6B	655047911
6B	655070240
6B	655080257
6B	655458276
6B	655590287
6B	655596441
6B	655622086
6B	655625186
6B	655706406
6B	655753540
6B	655757344
6B	655758900
6B	655761415
6B	655767300
6B	655785236
6B	655879429
6B	655897033
6B	655978452
6B	655980177
6B	656002377
6B	656008493
6B	656056088
6B	656059016
6B	656061024
6B	656063059
6B	656082386
6B	656090394
6B	656482505
6B	656493737
6B	656633977
6B	656636178
6B	656640431
6B	656689587
6B	656692130
6B	656701165
6B	656703756
6B	656707669
6B	656722864
6B	656742934
6B	656786067
6B	656803099
6B	656842979
6B	657118202
6B	657248505
6B	657254998
6B	657392701
6B	657413194
6B	657446276
6B	657466865
6B	657478162
6B	657484458
6B	657499227
6B	657501065
6B	657507074
6B	657514693
6B	657551742
6B	658509413
6B	658518568
6B	674156707
6B	674170242
6B	674329673
6B	674347237
6B	674389926
6B	674405342
6B	674407602
6B	674409340
6B	674411825
6B	674589485
6B	674592191
6B	682697040
6B	682704081
6B	682710298
6B	725373868
6B	725400882
6B	725416881
6B	725436570
6B	732215504
7A	4789149
7A	4791403
7A	4797136
7A	4799180
7A	4803511
7A	4806057
7A	4866780
7A	10996784
7A	11056341
7A	12124110
7A	12138289
7A	12623725
7A	12659489
7A	12662049
7A	12665732
7A	12667101
7A	12670321
7A	12706087
7A	12710312
7A	13173749
7A	13188810
7A	13190503
7A	13203087
7A	13221589
7A	13224964
7A	13232054
7A	13236481
7A	13242948
7A	13300425
7A	13306742
7A	13314471
7A	13330108
7A	13346921
7A	13425993
7A	13433277
7A	13436484
7A	13570303
7A	13580495
7A	13587121
7A	13604935
7A	13607857
7A	13729265
7A	13738486
7A	14005882
7A	14011679
7A	14013756
7A	14030839
7A	14054527
7A	14062717
7A	14081302
7A	14112412
7A	14167123
7A	14193053
7A	14210388
7A	14215459
7A	14217018
7A	14238350
7A	14241573
7A	14343992
7A	14397245
7A	14546336
7A	14547756
7A	14568756
7A	14570360
7A	17927684
7A	18242897
7A	18250986
7A	18253205
7A	18287253
7A	18288862
7A	18409937
7A	18429807
7A	18491815
7A	18653782
7A	18683886
7A	18708528
7A	18716104
7A	18725039
7A	18768651
7A	18843969
7A	18878126
7A	18885952
7A	18886901
7A	18891640
7A	18893387
7A	18929611
7A	18933414
7A	19006401
7A	19008613
7A	19071708
7A	19125993
7A	19127716
7A	19164680
7A	19166243
7A	19218991
7A	19257693
7A	19311974
7A	19350561
7A	19352239
7A	19404875
7A	19440802
7A	19475567
7A	19622816
7A	19657406
7A	19752367
7A	25925376
7A	31931780
7A	31934230
7A	32186638
7A	32205147
7A	32210223
7A	32232184
7A	32250839
7A	32276511
7A	32289077
7A	32311941
7A	32313726
7A	32326101
7A	32331410
7A	32363895
7A	32393885
7A	32428105
7A	32508305
7A	32530147
7A	32531083
7A	33481678
7A	33565570
7A	33568638
7A	33573753
7A	33580411
7A	33581558
7A	33601539
7A	34117346
7A	34135910
7A	34217078
7A	34219902
7A	34224300
7A	34228223
7A	34309280
7A	34324655
7A	34339800
7A	34361326
7A	34389449
7A	34415586
7A	34485182
7A	34500772
7A	35250552
7A	35349976
7A	37493911
7A	37831785
7A	37839139
7A	37873903
7A	37876139
7A	37877744
7A	37900108
7A	37965424
7A	37966913
7A	38025615
7A	38071974
7A	38302898
7A	38318844
7A	38319808
7A	38327679
7A	38332497
7A	38360459
7A	38426312
7A	38436919
