DATASET_COLORSTRIP							
SEPARATOR TAB							
DATASET_LABEL	Chromosome membership 7 colors						
COLOR	#000000						
STRIP_WIDTH	25						
MARGIN	5						
BORDER_WIDTH	1						
BORDER_COLOR	#000000						
SHOW_INTERNAL	0						
							
LEGEND_TITLE	Chromosome membership						
LEGEND_SHAPES	1	1	1	1	1	1	1
TrturKRN7B02G004690.1	#bd519e	7B	7				
TrturKRN7B02G005760.1	#bd519e	7B	7				
TrturKRN7B02G012030.1	#bd519e	7B	7				
TrturKRN7B02G016610.1	#bd519e	7B	7				
TrturKRN7B02G016620.1	#bd519e	7B	7				
TrturKRN7B02G016630.1	#bd519e	7B	7				
TrturKRN7B02G020660.1	#bd519e	7B	7				
TrturKRN7B02G038860.1	#bd519e	7B	7				
TrturKRN7B02G046110.1	#bd519e	7B	7				
TrturKRN7B02G048780.1	#bd519e	7B	7				
TrturKRN7B02G049740.1	#bd519e	7B	7				
TrturKRN7B02G049950.1	#bd519e	7B	7				
TrturKRN7B02G050270.1	#bd519e	7B	7				
TrturKRN7B02G052370.1	#bd519e	7B	7				
TrturKRN7B02G052440.1	#bd519e	7B	7				
TrturKRN7B02G052455.1	#bd519e	7B	7				
TrturKRN7B02G054120.1	#bd519e	7B	7				
TrturKRN7B02G056250.1	#bd519e	7B	7				
TrturKRN7B02G056350.1	#bd519e	7B	7				
TrturKRN7B02G058770.1	#bd519e	7B	7				
TrturKRN7B02G058840.1	#bd519e	7B	7				
TrturKRN7B02G062010.1	#bd519e	7B	7				
TrturKRN7B02G062040.1	#bd519e	7B	7				
TrturKRN7B02G065170.1	#bd519e	7B	7				
TrturKRN7B02G066340.1	#bd519e	7B	7				
TrturKRN7B02G066480.1	#bd519e	7B	7				
TrturKRN7B02G066490.1	#bd519e	7B	7				
TrturKRN7B02G066500.1	#bd519e	7B	7				
TrturKRN7B02G066510.1	#bd519e	7B	7				
TrturKRN7B02G066970.1	#bd519e	7B	7				
TrturKRN7B02G067440.1	#bd519e	7B	7				
TrturKRN7B02G071760.1	#bd519e	7B	7				
TrturKRN7B02G071850.1	#bd519e	7B	7				
TrturKRN7B02G071880.1	#bd519e	7B	7				
TrturKRN7B02G071910.1	#bd519e	7B	7				
TrturKRN7B02G071930.1	#bd519e	7B	7				
TrturKRN7B02G071940.1	#bd519e	7B	7				
TrturKRN7B02G071950.1	#bd519e	7B	7				
TrturKRN7B02G071960.1	#bd519e	7B	7				
TrturKRN7B02G071970.1	#bd519e	7B	7				
TrturKRN7B02G072010.1	#bd519e	7B	7				
TrturKRN7B02G072940.1	#bd519e	7B	7				
TrturKRN7B02G073150.1	#bd519e	7B	7				
TrturKRN7B02G073810.1	#bd519e	7B	7				
TrturKRN7B02G075870.1	#bd519e	7B	7				
TrturKRN7B02G075875.1	#bd519e	7B	7				
TrturKRN7B02G076040.1	#bd519e	7B	7				
TrturKRN7B02G076790.1	#bd519e	7B	7				
TrturKRN7B02G077000.1	#bd519e	7B	7				
TrturKRN7B02G077060.1	#bd519e	7B	7				
TrturKRN7B02G077150.1	#bd519e	7B	7				
TrturKRN7B02G077163.1	#bd519e	7B	7				
TrturKRN7B02G077410.1	#bd519e	7B	7				
TrturKRN7B02G077430.1	#bd519e	7B	7				
TrturKRN7B02G077450.1	#bd519e	7B	7				
TrturKRN7B02G077460.1	#bd519e	7B	7				
TrturKRN7B02G077480.1	#bd519e	7B	7				
TrturKRN7B02G077560.1	#bd519e	7B	7				
TrturKRN7B02G078150.1	#bd519e	7B	7				
TrturKRN7B02G078290.1	#bd519e	7B	7				
TrturKRN7B02G078500.1	#bd519e	7B	7				
TrturKRN7B02G078810.1	#bd519e	7B	7				
TrturKRN7B02G079490.1	#bd519e	7B	7				
TrturKRN7B02G079620.1	#bd519e	7B	7				
TrturKRN7B02G079650.1	#bd519e	7B	7				
TrturKRN7B02G079670.1	#bd519e	7B	7				
TrturKRN7B02G079740.1	#bd519e	7B	7				
TrturKRN7B02G079780.1	#bd519e	7B	7				
TrturKRN7B02G079850.1	#bd519e	7B	7				
TrturKRN7B02G079930.1	#bd519e	7B	7				
TrturKRN7B02G079940.1	#bd519e	7B	7				
TrturKRN7B02G079980.1	#bd519e	7B	7				
TrturKRN7B02G080000.1	#bd519e	7B	7				
TrturKRN7B02G080080.1	#bd519e	7B	7				
TrturKRN7B02G080390.1	#bd519e	7B	7				
TrturKRN7B02G080700.1	#bd519e	7B	7				
TrturKRN7B02G080880.1	#bd519e	7B	7				
TrturKRN7B02G081160.1	#bd519e	7B	7				
TrturKRN7B02G081210.1	#bd519e	7B	7				
TrturKRN7B02G081240.1	#bd519e	7B	7				
TrturKRN7B02G081430.1	#bd519e	7B	7				
TrturKRN7B02G081470.1	#bd519e	7B	7				
TrturKRN7B02G081730.1	#bd519e	7B	7				
TrturKRN7B02G081740.1	#bd519e	7B	7				
TrturKRN7B02G081750.1	#bd519e	7B	7				
TrturKRN7B02G081760.1	#bd519e	7B	7				
TrturKRN7B02G082060.1	#bd519e	7B	7				
TrturKRN7B02G082110.1	#bd519e	7B	7				
